longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.08,37.72,32,2476,368,1048,367,5.6194,274700,NEAR BAY
-121.74,39.59,24,1535,279,726,272,2.3833,95100,INLAND
-122.28,37.88,52,2495,491,1058,464,4.1429,259600,NEAR BAY
-120.93,38.5,15,1248,234,529,216,3.3393,107200,INLAND
-120.78,38.72,19,4414,767,1865,699,3.6406,150900,INLAND
-120.85,38.69,18,5928,1097,2697,1096,3.4872,141400,INLAND
-122.19,37.8,52,1813,271,637,277,4.0114,263400,NEAR BAY
-121.99,37.54,18,3584,715,1673,661,3.9444,240100,<1H OCEAN
-122.14,37.73,43,2264,390,931,368,3.8125,235100,NEAR BAY
-122.31,38.0,26,3735,641,1708,633,4.621,191100,NEAR BAY
-122.23,37.82,52,3494,396,1192,383,12.3804,500001,NEAR BAY
-121.71,39.41,22,1814,342,941,323,2.1728,59400,INLAND
-120.84,38.77,11,1013,188,410,158,4.825,184600,INLAND
-121.7,39.36,46,1210,243,523,242,1.91,63900,INLAND
-122.27,37.88,52,3360,648,1232,621,4.2813,284900,NEAR BAY
-122.25,37.84,52,3104,687,1157,647,3.12,241400,NEAR BAY
-122.28,37.86,52,3007,691,1582,636,2.5652,157700,NEAR BAY
-119.81,36.72,46,1414,268,902,243,1.5833,56700,INLAND
-122.23,37.83,52,2990,379,947,361,7.8772,500001,NEAR BAY
-121.86,38.0,16,3216,464,1504,453,5.25,161700,INLAND
-122.26,37.84,50,2239,455,990,419,1.9911,158700,NEAR BAY
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000,INLAND
-122.07,37.66,21,5031,1168,2461,1042,3.875,179300,NEAR BAY
-122.2,37.76,47,1116,259,826,279,1.75,85700,NEAR BAY
-122.31,37.91,31,1432,348,681,348,2.7243,218100,NEAR BAY
-122.15,37.75,44,1938,399,946,331,3.225,135800,NEAR BAY
-120.08,36.72,22,1339,251,820,276,3.6,83200,INLAND
-122.09,37.6,36,385,94,295,92,2.9706,147900,NEAR BAY
-122.04,37.96,28,1207,252,724,252,3.6964,165700,NEAR BAY
-121.79,37.99,18,3646,534,1651,535,5.7321,164700,INLAND
-122.07,37.64,22,5861,1516,5436,1463,2.5158,134900,NEAR BAY
-122.25,37.85,52,1274,235,558,219,5.6431,341300,NEAR BAY
-119.77,36.85,8,1519,234,711,248,5.9897,123600,INLAND
-122.14,37.67,34,3036,533,1366,500,4.2386,192300,NEAR BAY
-119.76,36.75,39,2233,563,2031,491,1.8641,50800,INLAND
-122.15,37.74,52,2898,557,1338,550,3.851,183500,NEAR BAY
-122.28,37.88,52,957,188,403,172,3.2344,245500,NEAR BAY
-121.63,39.82,11,3974,727,1610,634,2.6147,107700,INLAND
-121.53,39.52,30,1030,161,448,159,2.4821,73800,INLAND
-120.16,39.01,16,1463,264,54,26,4.975,206300,INLAND
-122.23,37.84,50,2515,399,970,373,5.8596,327600,NEAR BAY
-121.97,37.76,8,3743,581,1633,567,6.7027,381900,<1H OCEAN
-122.11,37.71,36,4569,824,1950,819,4.65,206800,NEAR BAY
-119.74,36.79,28,2857,619,1614,592,2.1573,71400,INLAND
-122.25,38.05,30,1255,297,779,307,1.6767,147700,NEAR BAY
-122.16,37.89,32,1779,241,721,258,8.7589,434500,NEAR BAY
-122.1,37.9,38,827,144,368,136,6.5095,294400,NEAR BAY
-122.17,37.78,49,893,177,468,181,3.875,140600,NEAR BAY
-119.69,36.69,36,1432,269,836,237,2.1563,88300,INLAND
-119.48,37.0,16,2904,551,1467,509,3.1736,111800,INLAND
-121.62,39.5,18,2105,416,974,385,1.6346,63300,INLAND
-122.17,37.76,38,1764,397,987,354,2.4333,98200,NEAR BAY
-122.26,37.88,52,1149,255,483,249,4.2788,332500,NEAR BAY
-122.03,37.93,21,4712,624,1773,615,6.0918,344800,NEAR BAY
-119.4,36.59,37,1486,296,977,290,3.5074,93800,INLAND
-122.12,37.81,26,4048,513,1486,498,7.6717,416500,NEAR BAY
-121.91,37.47,13,5377,744,2759,760,6.868,337300,<1H OCEAN
-122.32,38.0,32,2275,397,1233,418,4.0437,162800,NEAR BAY
-120.36,36.14,18,1206,274,622,217,1.8264,62000,INLAND
-121.92,37.74,8,452,51,140,43,12.5915,432400,<1H OCEAN
-121.76,37.68,35,1864,357,1189,349,4.2361,177500,INLAND
-122.13,37.89,27,744,214,295,169,2.7411,350000,NEAR BAY
-119.7,36.75,11,3626,779,1819,731,2.4956,87500,INLAND
-122.1,37.89,21,3282,653,1398,601,5.2079,310300,NEAR BAY
-122.34,37.93,32,2389,652,1672,584,1.4423,88300,NEAR BAY
-121.96,37.95,13,3216,765,1627,715,3.0859,167800,INLAND
-121.59,39.82,12,1958,369,875,354,2.3507,97600,INLAND
-121.98,37.95,14,6290,854,2724,820,6.7371,267400,INLAND
-121.78,39.71,8,140,28,84,29,2.125,179200,INLAND
-121.95,37.96,18,2739,393,1072,374,6.1436,259500,INLAND
-119.79,36.8,27,2462,484,852,449,3.32,124700,INLAND
-122.23,37.76,52,2269,323,805,321,4.7188,335300,NEAR BAY
-121.6,39.77,23,2263,497,1138,455,2.3403,87300,INLAND
-119.82,36.82,28,2268,336,752,330,5.2809,151500,INLAND
-121.99,37.96,17,2756,423,1228,426,5.5872,200600,INLAND
-120.04,36.79,48,1341,239,671,208,2.7917,82800,INLAND
-122.24,37.73,21,7031,1249,2930,1235,4.5213,228400,NEAR BAY
-122.07,37.63,35,1931,376,1175,337,3.7292,168100,NEAR BAY
-119.78,36.76,50,1343,322,1063,342,1.75,49800,INLAND
-122.27,37.85,52,4076,920,1800,815,2.7054,182300,NEAR BAY
-119.75,36.76,29,2077,524,1887,489,1.4107,59800,INLAND
-122.02,37.55,33,1325,274,909,267,4.5687,177200,NEAR BAY
-122.04,37.95,33,1653,334,814,328,3.1406,163100,NEAR BAY
-119.43,36.59,15,1371,306,1266,309,1.767,63300,INLAND
-122.21,37.79,35,1745,409,1143,386,2.875,143800,NEAR BAY
-122.03,37.6,24,2077,383,1488,389,4.5721,214700,NEAR BAY
-122.04,37.65,10,8299,1326,3827,1288,6.2579,315500,NEAR BAY
-121.99,37.54,28,3046,507,1772,516,5.3283,227900,<1H OCEAN
-122.01,39.21,39,1214,250,660,249,2.4559,75000,INLAND
-121.82,39.75,29,7744,1375,3316,1365,3.0253,111400,INLAND
-120.38,36.75,25,1689,495,1745,457,1.9056,60000,INLAND
-122.07,37.86,23,1025,205,263,191,3.12,155000,NEAR BAY
-122.27,37.86,52,2307,583,1127,548,1.8447,198200,NEAR BAY
-122.27,37.85,47,2077,400,719,326,2.2431,172700,NEAR BAY
-120.38,36.15,17,2279,448,1200,420,2.7461,70000,INLAND
-121.63,39.76,22,2598,482,1151,490,2.8182,109700,INLAND
-121.54,40.06,17,858,262,47,27,2.4028,67500,INLAND
-122.3,37.81,52,1224,237,521,159,1.191,76100,NEAR BAY
-121.75,37.68,35,1755,299,702,263,5.2443,183400,INLAND
-122.03,38.0,25,3577,581,1753,593,5.7295,178300,NEAR BAY
-122.23,37.82,52,3242,366,1001,352,12.2138,500001,NEAR BAY
-122.25,37.83,52,2376,559,939,519,3.1484,224100,NEAR BAY
-122.19,37.75,28,856,189,435,162,0.8012,81800,NEAR BAY
-119.68,36.81,16,2668,454,1536,457,3.9792,88900,INLAND
-122.27,37.84,48,1922,409,1026,335,1.7969,110400,NEAR BAY
-121.94,38.03,27,1654,478,1141,420,1.4871,87100,INLAND
-120.57,38.35,17,1504,358,661,250,2.2604,84800,INLAND
-122.27,37.78,52,1222,264,630,265,3.7708,215300,NEAR BAY
-122.04,37.99,32,1504,279,749,267,3.2,134500,NEAR BAY
-121.52,39.51,30,3085,610,1688,575,2.334,72200,INLAND
-122.15,37.69,36,1501,287,703,276,3.8864,197300,NEAR BAY
-120.01,38.89,24,1669,422,589,281,3.0089,100800,INLAND
-122.3,37.77,42,2038,368,2037,355,2.6447,200000,NEAR BAY
-121.54,39.5,38,1438,310,779,275,1.3289,39400,INLAND
-122.09,38.02,37,1742,339,1128,345,3.8824,113700,NEAR BAY
-121.82,37.73,47,127,23,51,21,4.3472,375000,INLAND
-122.26,37.87,52,1087,371,3337,350,1.4012,175000,NEAR BAY
-120.0,38.92,17,1106,207,466,180,3.3295,126600,INLAND
-122.25,37.77,52,2156,458,872,445,3.2685,254200,NEAR BAY
-121.82,37.81,12,4711,659,2089,621,8.3209,485400,INLAND
-121.93,37.49,5,1150,311,648,245,3.5714,300000,<1H OCEAN
-122.08,37.69,42,1414,274,629,244,3.3478,184900,NEAR BAY
-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900,INLAND
-122.19,37.84,18,1617,210,533,194,11.6017,392600,NEAR BAY
-121.96,37.81,12,6488,778,2404,765,8.3188,403400,<1H OCEAN
-119.75,36.8,25,2718,504,1257,465,2.3333,90600,INLAND
-122.29,37.81,46,12,4,18,7,0.4999,67500,NEAR BAY
-121.62,39.77,23,1759,366,788,359,1.8125,93500,INLAND
-121.61,37.86,30,1428,287,989,287,3.691,154400,INLAND
-122.09,37.63,34,1457,242,735,249,3.9167,189500,NEAR BAY
-122.28,37.82,52,1170,235,701,233,1.6098,87500,NEAR BAY
-122.26,38.0,5,6265,908,3326,872,6.2073,272900,NEAR BAY
-122.02,37.56,35,1716,312,914,316,5.5737,214500,NEAR BAY
-122.2,37.78,50,1867,403,1128,378,2.5401,129100,NEAR BAY
-122.23,37.78,52,986,258,1008,255,1.4844,119400,NEAR BAY
-122.04,37.67,29,1694,251,690,242,6.0501,254200,NEAR BAY
-122.03,37.86,25,3004,393,1145,376,7.2655,494000,NEAR BAY
-122.35,37.97,43,2178,482,1545,471,2.5863,112200,NEAR BAY
-119.52,36.61,33,1225,275,1065,248,1.8958,55100,INLAND
-122.28,37.8,38,684,176,344,155,2.0114,131300,NEAR BAY
-122.12,37.94,22,4949,626,1850,590,10.4549,500001,NEAR BAY
-119.57,36.71,10,1657,359,958,380,2.6458,84800,INLAND
-120.7,38.75,19,2325,430,967,376,2.9,158700,INLAND
-122.02,37.94,19,3192,612,1317,594,4.125,267100,NEAR BAY
-119.8,36.74,25,1717,542,1343,471,0.799,51800,INLAND
-119.72,36.73,9,1914,491,1116,424,1.4646,65900,INLAND
-122.21,38.02,15,2150,327,1094,324,6.0224,198500,NEAR BAY
-122.36,37.95,40,408,102,302,81,1.8333,69800,NEAR BAY
-121.59,39.86,14,1527,269,665,261,2.8657,119600,INLAND
-120.39,36.78,11,1947,488,2104,486,1.7184,55200,INLAND
-122.05,37.68,23,7518,1279,3827,1294,5.1701,216800,NEAR BAY
-119.84,36.82,17,2807,376,996,353,5.5357,167700,INLAND
-119.84,36.8,16,2849,506,1508,478,3.4074,72700,INLAND
-120.87,38.37,28,3998,765,1614,698,2.8125,113400,INLAND
-119.76,36.77,36,2507,466,1227,474,2.785,72300,INLAND
-122.05,37.9,32,4498,862,1818,851,4.8088,321200,NEAR BAY
-119.98,38.92,28,1408,312,522,221,2.0708,89600,INLAND
-120.41,38.33,17,1463,338,529,226,3.024,100900,INLAND
-119.76,36.78,30,6117,1330,2768,1224,2.1383,78800,INLAND
-119.79,36.74,35,853,296,1228,289,1.0513,39600,INLAND
-122.22,37.8,52,2721,541,1185,515,4.5428,239800,NEAR BAY
-122.29,37.98,27,2133,347,850,350,5.1046,209800,NEAR BAY
-122.17,37.75,37,1379,287,835,259,2.4962,91800,NEAR BAY
-120.34,38.23,10,3757,722,546,223,3.75,121400,INLAND
-121.81,37.99,22,2331,359,1086,340,5.1435,150800,INLAND
-120.81,38.89,17,1438,324,675,268,2.9444,119300,INLAND
-122.03,37.98,45,2842,567,1261,535,3.6042,138200,NEAR BAY
-122.26,37.84,52,950,202,467,198,3.9643,188800,NEAR BAY
-121.99,37.97,28,2839,428,1372,443,6.2135,217200,INLAND
-122.35,37.98,34,3756,726,2237,686,3.7562,132900,NEAR BAY
-122.2,37.84,35,2865,460,1072,443,7.4882,319300,NEAR BAY
-119.73,36.62,35,2080,365,1026,333,3.5781,92800,INLAND
-122.2,37.84,30,2211,346,844,343,6.0666,311500,NEAR BAY
-122.17,37.75,48,1751,390,935,349,1.4375,90000,NEAR BAY
-121.54,39.47,14,1724,315,939,302,2.4952,53900,INLAND
-120.76,38.76,21,3509,606,1576,564,2.6392,148500,INLAND
-119.82,36.64,30,1694,312,1008,321,2.2466,96000,INLAND
-121.95,37.78,4,14652,2826,5613,2579,6.3942,356700,<1H OCEAN
-121.98,37.74,8,2865,389,1376,417,7.9393,399300,<1H OCEAN
-122.05,37.59,15,6243,1273,3163,1274,3.7462,212500,NEAR BAY
-121.53,39.52,24,1028,185,471,186,2.9688,86400,INLAND
-119.68,36.77,21,1260,182,583,205,6.0132,150800,INLAND
-119.8,36.75,41,1659,466,1391,447,1.3527,61200,INLAND
-122.22,37.77,52,391,128,520,138,1.6471,95000,NEAR BAY
-121.54,39.48,29,2896,596,1809,617,1.8047,53800,INLAND
-122.19,37.77,52,2170,428,1086,425,3.3715,143900,NEAR BAY
-122.23,37.8,52,783,184,488,186,1.9375,126600,NEAR BAY
-122.07,37.7,32,3400,736,1487,694,3.0,223200,NEAR BAY
-119.69,36.71,25,556,79,249,71,4.4583,108300,INLAND
-122.34,37.88,37,3061,930,2556,924,1.7375,350000,NEAR BAY
-119.76,36.83,20,3214,446,1360,463,5.2595,110900,INLAND
-119.72,36.71,7,2456,463,1350,424,3.0179,91600,INLAND
-121.96,37.99,2,3129,707,1606,698,2.9591,210100,INLAND
-119.69,36.74,23,2097,385,911,405,3.5128,121600,INLAND
-122.37,37.96,37,1572,402,1046,350,0.7403,68600,NEAR BAY
-119.82,36.72,17,1276,242,927,238,2.6176,54100,INLAND
-121.66,37.93,19,2055,358,1064,350,4.7426,263100,INLAND
-122.26,37.86,52,3774,744,1461,679,2.9405,289500,NEAR BAY
-122.41,37.98,36,60,15,42,25,1.4583,67500,NEAR BAY
-121.82,39.73,44,2923,659,1371,626,2.2925,85800,INLAND
-119.87,36.76,34,1649,323,919,316,2.875,74500,INLAND
-122.07,37.58,16,1644,251,1033,267,6.5116,244300,NEAR BAY
-122.06,37.64,33,1160,252,729,220,3.8259,146100,NEAR BAY
-122.23,37.8,50,1746,480,1149,415,2.25,123500,NEAR BAY
-119.77,36.76,40,2009,519,2219,505,1.2101,49100,INLAND
-121.88,37.67,25,2244,301,937,324,6.4524,296900,INLAND
-122.06,37.64,20,1655,450,857,430,3.5541,350000,NEAR BAY
-122.0,37.98,35,1192,201,535,172,4.9219,182000,INLAND
-122.01,37.94,26,1619,224,706,220,6.0704,268000,NEAR BAY
-119.75,36.87,3,13802,2244,5226,1972,5.0941,143700,INLAND
-122.37,37.95,32,1298,363,716,268,0.9797,76400,NEAR BAY
-122.07,37.86,17,1102,224,317,208,3.5893,206300,NEAR BAY
-122.17,37.87,38,1261,177,472,183,6.917,438000,NEAR BAY
-122.27,37.82,43,1868,456,1061,407,1.5045,93800,NEAR BAY
-121.79,38.0,34,3090,593,1588,566,3.6118,124700,INLAND
-122.3,37.87,10,503,118,228,100,2.1705,150000,NEAR BAY
-122.16,37.69,36,1118,219,625,228,3.7813,192200,NEAR BAY
-121.94,37.71,15,6473,1027,2484,970,5.0143,271100,<1H OCEAN
-121.88,38.02,46,2112,466,1249,382,2.5737,87000,INLAND
-121.89,37.82,4,11444,1355,3898,1257,13.2949,500001,INLAND
-122.04,37.54,26,2145,369,1285,377,4.9464,223800,NEAR BAY
-119.46,36.91,12,2980,495,1184,429,3.9141,123900,INLAND
-122.21,37.8,38,2254,535,951,487,3.0812,233100,NEAR BAY
-120.19,36.61,29,1479,338,1408,322,2.293,57200,INLAND
-121.44,39.5,26,1652,325,790,292,3.0446,90800,INLAND
-122.13,37.87,18,1820,220,728,229,10.3713,426100,NEAR BAY
-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,NEAR BAY
-122.05,37.95,27,3513,791,1875,694,3.1838,182000,NEAR BAY
-122.08,37.69,36,2350,499,1105,467,3.3021,195700,NEAR BAY
-121.87,38.02,52,2264,439,1403,476,2.7083,99400,INLAND
-122.16,37.69,36,1480,278,796,283,4.3971,205700,NEAR BAY
-121.65,39.76,31,1599,318,794,303,3.0,96700,INLAND
-122.26,37.78,52,1045,239,496,216,2.9213,190800,NEAR BAY
-122.12,37.7,41,3495,787,1849,750,2.679,144900,NEAR BAY
-122.15,37.72,29,4169,1047,2024,962,2.8125,157400,NEAR BAY
-119.95,38.94,24,2180,517,755,223,2.5875,173400,INLAND
-124.21,41.75,20,3810,787,1993,721,2.0074,66900,NEAR OCEAN
-121.59,39.79,20,743,171,395,168,1.625,88300,INLAND
-122.35,37.96,32,1991,504,1139,423,2.0353,113600,NEAR BAY
-122.22,37.88,20,95,13,31,15,2.4444,475000,NEAR BAY
-122.22,37.8,52,2183,465,1129,460,3.2632,227700,NEAR BAY
-122.18,37.77,42,1180,257,877,268,2.8125,97300,NEAR BAY
-120.0,38.52,16,3045,543,202,102,3.15,140600,INLAND
-122.19,37.77,45,1852,393,1132,349,2.7159,101400,NEAR BAY
-121.87,37.67,10,4337,800,1813,743,5.5,247200,INLAND
-120.04,38.86,16,2708,481,712,261,3.7891,117700,INLAND
-119.67,36.83,3,2029,336,1003,340,4.4356,111300,INLAND
-122.22,37.78,50,1920,530,1525,477,1.4886,128800,NEAR BAY
-122.11,37.66,29,2544,643,2332,603,3.2091,150000,NEAR BAY
-122.04,37.66,23,2419,348,1066,384,6.3501,350000,NEAR BAY
-122.28,37.91,41,3009,482,1053,490,5.828,324400,NEAR BAY
-121.63,38.03,17,2549,596,1169,500,3.6694,209400,INLAND
-122.35,37.96,36,2191,531,1563,524,2.5164,114200,NEAR BAY
-122.34,37.95,44,1788,368,933,329,2.875,133400,NEAR BAY
-120.99,38.69,5,5743,1074,2651,962,4.1163,172500,INLAND
-121.0,38.58,12,3425,549,1357,451,5.3344,217500,INLAND
-119.76,36.75,41,1576,417,1567,366,1.2545,45500,INLAND
-119.45,36.59,28,1274,215,572,202,3.825,84200,INLAND
-122.19,37.83,29,1791,271,661,269,6.8538,368900,NEAR BAY
-122.08,37.63,34,1619,293,1148,310,4.0326,164700,NEAR BAY
-122.01,37.83,30,3917,549,1330,544,6.5617,386600,NEAR BAY
-122.3,37.97,35,1811,377,911,340,3.375,149700,NEAR BAY
-121.55,39.51,48,827,198,396,161,0.8024,58300,INLAND
-122.16,37.7,36,1097,208,568,225,2.9917,194600,NEAR BAY
-122.18,37.73,43,1391,293,855,285,2.5192,76400,NEAR BAY
-121.99,37.55,28,2414,415,1106,453,4.8403,268600,<1H OCEAN
-124.14,41.95,21,2696,578,1208,494,2.275,122400,NEAR OCEAN
-122.32,37.96,25,1728,403,934,412,3.375,133700,NEAR BAY
-122.1,37.72,30,2599,366,922,350,5.8382,330200,NEAR BAY
-119.82,36.83,16,2868,376,1016,379,6.1175,144700,INLAND
-119.76,36.68,29,1243,312,836,277,1.8355,74200,INLAND
-122.16,37.75,46,954,161,429,154,2.925,142900,NEAR BAY
-122.05,37.55,23,4247,835,2357,823,5.1321,211300,NEAR BAY
-122.24,37.85,52,2612,365,901,367,7.2354,391100,NEAR BAY
-119.73,36.56,32,1513,272,1038,272,3.0469,82700,INLAND
-122.22,37.8,52,2286,464,1073,441,3.0298,199600,NEAR BAY
-122.28,37.88,52,1193,200,506,207,4.1912,254500,NEAR BAY
-122.04,37.61,36,1151,216,727,215,4.1719,187000,NEAR BAY
-120.95,38.69,10,3421,563,1689,545,5.2032,217100,INLAND
-119.53,36.65,43,1676,320,1056,276,2.5562,93200,INLAND
-119.98,36.74,26,1453,251,896,260,3.4861,112500,INLAND
-122.35,37.93,28,1995,488,1182,439,2.3352,84300,NEAR BAY
-119.83,36.71,43,355,81,233,75,2.4167,73900,INLAND
-122.1,38.02,28,4308,824,2086,776,3.6523,159700,NEAR BAY
-121.07,38.66,22,1831,274,813,269,4.6394,173400,INLAND
-120.32,38.71,13,1115,255,86,32,3.5667,115600,INLAND
-124.17,41.76,20,2673,538,1282,514,2.4605,105900,NEAR OCEAN
-121.94,37.53,33,2095,342,941,304,5.761,259600,<1H OCEAN
-119.67,36.65,20,2512,449,1464,450,3.9211,92300,INLAND
-121.97,37.93,4,3241,464,1552,494,6.6134,307000,INLAND
-122.27,37.88,44,2252,592,989,550,3.0132,272900,NEAR BAY
-121.91,37.93,13,1610,198,703,217,8.7059,329400,INLAND
-120.91,38.11,9,3585,680,1800,598,3.636,133100,INLAND
-122.27,37.84,52,1503,298,690,275,2.6033,162900,NEAR BAY
-119.72,36.82,15,946,239,550,246,2.2639,52500,INLAND
-121.83,37.99,16,2919,462,1456,453,5.6779,164700,INLAND
-119.82,36.75,41,1022,209,741,213,2.0781,48800,INLAND
-122.17,37.77,30,3326,746,1704,703,2.875,135300,NEAR BAY
-118.91,36.79,19,1616,324,187,80,3.7857,78600,INLAND
-122.41,37.94,52,154,33,89,38,3.2875,275000,NEAR BAY
-121.72,37.7,17,1671,352,729,252,6.1023,450000,INLAND
-121.7,37.96,33,2396,452,1391,465,3.2813,151400,INLAND
-122.23,38.05,52,1736,358,638,297,2.5517,147100,NEAR BAY
-120.07,36.74,19,2627,502,1295,441,3.087,88200,INLAND
-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600,INLAND
-124.15,41.81,17,3276,628,3546,585,2.2868,103100,NEAR OCEAN
-122.0,37.84,16,7681,946,2777,908,9.5271,500001,<1H OCEAN
-119.69,36.79,5,2613,476,1490,481,4.0993,83000,INLAND
-119.78,36.75,35,2114,506,2050,474,1.2375,50000,INLAND
-122.25,37.87,41,685,141,266,123,5.2289,384600,NEAR BAY
-122.1,37.71,27,6740,1073,2723,1035,5.2131,252500,NEAR BAY
-122.3,37.9,15,5083,1212,2420,1146,4.5824,256100,NEAR BAY
-121.83,38.0,8,2572,738,1384,684,1.7161,75800,INLAND
-121.78,38.0,8,2371,375,1094,396,5.3245,174500,INLAND
-119.44,36.6,34,864,184,579,171,2.0417,72500,INLAND
-120.76,38.65,17,2319,430,1126,372,3.5511,155900,INLAND
-119.82,36.81,25,3305,551,1149,500,5.0698,150900,INLAND
-121.96,37.58,15,3575,597,1777,559,5.7192,283500,<1H OCEAN
-122.27,37.9,52,2079,273,684,275,7.9556,374400,NEAR BAY
-122.19,37.77,42,932,254,900,263,1.8039,92300,NEAR BAY
-119.78,36.78,37,2185,455,1143,438,1.9784,70700,INLAND
-119.56,36.51,9,3860,809,2157,770,2.5033,70100,INLAND
-122.16,37.7,36,1719,303,836,311,4.4375,193500,NEAR BAY
-119.73,36.74,14,6202,1551,5561,1435,1.6073,64700,INLAND
-121.49,39.52,25,848,153,436,155,3.9028,93800,INLAND
-122.02,37.6,32,1295,280,1156,300,3.5,154300,NEAR BAY
-122.24,37.77,52,1711,386,885,373,3.6417,206300,NEAR BAY
-119.61,36.59,10,2842,620,1443,576,2.2727,92700,INLAND
-120.55,36.97,42,1766,344,1084,323,2.3295,74400,INLAND
-119.84,36.77,6,1853,473,1397,417,1.4817,72000,INLAND
-122.08,37.96,21,9135,1534,3748,1502,6.0859,266000,NEAR BAY
-122.28,37.89,52,2070,329,722,306,5.4171,292000,NEAR BAY
-122.29,37.9,52,1604,263,594,286,5.338,270900,NEAR BAY
-119.81,36.73,51,956,196,662,180,2.101,56700,INLAND
-122.33,37.89,42,1342,291,551,266,4.5268,207400,NEAR BAY
-122.01,39.21,52,1989,392,985,396,2.5556,75800,INLAND
-119.69,36.46,29,1702,301,914,280,2.8125,79200,INLAND
-119.73,36.73,9,1621,428,678,394,2.2437,54200,INLAND
-122.36,38.03,32,2159,393,981,369,4.3173,175400,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.11,37.83,19,5130,741,1887,712,7.203,369900,NEAR BAY
-119.73,36.72,26,2645,1005,1660,991,0.6991,89500,INLAND
-121.95,37.55,21,10687,1540,4552,1520,6.6478,333400,<1H OCEAN
-121.98,37.95,16,2984,406,1317,397,6.7821,265900,INLAND
-119.73,36.72,15,2246,456,1190,403,2.0294,70400,INLAND
-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,<1H OCEAN
-121.77,37.99,4,5623,780,2429,716,5.4409,205100,INLAND
-121.82,38.02,46,176,43,101,40,2.2361,93800,INLAND
-122.26,37.83,50,1125,322,616,304,2.026,142500,NEAR BAY
-120.71,38.34,16,1257,231,559,213,4.4531,144300,INLAND
-122.31,37.92,30,1014,236,537,204,2.8456,183300,NEAR BAY
-122.28,37.85,44,1025,198,506,204,1.73,147900,NEAR BAY
-119.84,36.79,21,3235,648,1820,614,3.3447,71400,INLAND
-121.98,37.58,20,4126,1031,2079,975,3.6832,216900,<1H OCEAN
-122.26,37.9,37,2220,335,903,362,7.8336,371300,NEAR BAY
-122.07,37.96,34,1692,290,836,289,5.0172,197100,NEAR BAY
-122.2,37.77,43,2430,502,1537,484,2.898,121400,NEAR BAY
-122.3,37.9,30,1772,471,880,437,2.2672,162500,NEAR BAY
-122.3,37.87,52,3123,749,1695,684,2.2208,144800,NEAR BAY
-119.98,38.96,25,2443,444,868,342,3.5417,114800,INLAND
-122.24,37.76,49,2428,525,1110,492,3.6719,229800,NEAR BAY
-122.08,37.63,37,1793,364,1534,346,3.6458,156600,NEAR BAY
-121.76,37.67,6,3023,518,1225,468,6.3705,350000,INLAND
-122.09,37.71,31,1843,282,749,269,5.2855,253500,NEAR BAY
-119.82,36.74,52,610,128,406,122,1.8967,43800,INLAND
-121.97,37.56,13,8918,1823,4518,1772,4.8052,254000,<1H OCEAN
-122.33,37.92,26,3887,779,2512,740,2.2301,122400,NEAR BAY
-122.11,37.65,18,4335,808,2041,734,3.4861,331600,NEAR BAY
-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500,NEAR BAY
-122.08,37.68,15,3051,685,1479,668,3.5295,242200,NEAR BAY
-120.0,38.92,26,529,116,191,83,3.5,103600,INLAND
-121.52,39.5,33,1462,241,569,231,3.2833,82600,INLAND
-122.14,37.9,32,5738,746,2099,732,10.3224,500001,NEAR BAY
-119.73,36.8,15,2376,538,1197,510,3.1417,74600,INLAND
-122.07,38.0,37,978,202,462,184,3.625,156300,NEAR BAY
-122.2,37.75,36,606,132,531,133,1.5809,70000,NEAR BAY
-122.16,37.75,35,667,140,406,133,3.8047,94300,NEAR BAY
-122.23,37.79,30,999,264,1011,263,1.8854,137500,NEAR BAY
-121.61,39.77,25,1612,313,837,303,2.963,89500,INLAND
-121.5,39.83,15,1896,408,893,334,1.6948,87500,INLAND
-122.04,37.9,20,5467,1044,2310,963,5.6986,275800,NEAR BAY
-122.19,37.76,26,1293,297,984,303,1.9479,85800,NEAR BAY
-121.93,37.78,2,227,35,114,49,3.1591,434700,<1H OCEAN
-120.37,36.16,36,613,124,310,124,3.0658,65000,INLAND
-122.18,37.78,43,1985,440,1085,407,3.4205,136700,NEAR BAY
-119.76,36.72,24,1240,265,1035,232,2.875,60600,INLAND
-119.97,36.57,17,1497,308,1425,247,2.0313,69400,INLAND
-121.89,37.68,12,7490,1207,3329,1136,6.3373,339700,<1H OCEAN
-122.01,37.97,34,3259,498,1250,478,5.3794,206200,NEAR BAY
-122.01,37.98,29,2001,373,956,370,4.317,194000,NEAR BAY
-121.84,39.68,38,549,105,275,94,3.5375,153100,INLAND
-122.11,37.7,23,1689,461,828,443,2.1552,161400,NEAR BAY
-120.0,38.9,21,1653,419,737,308,1.9727,114100,INLAND
-122.0,37.54,26,1910,371,852,357,5.8325,298900,<1H OCEAN
-122.35,37.93,41,268,75,198,82,3.2222,156300,NEAR BAY
-122.33,37.98,32,1967,348,1144,364,4.4135,150100,NEAR BAY
-122.2,37.96,9,6306,962,2581,911,6.7741,310700,NEAR BAY
